Document,Sentence_ID,Sentence_Text,Context_Snippet,Bias_Risk_Score,Bias_Types,Word_Count,Evidence_Count,Reasoning_Count,Prosecution_Mentions,Defence_Mentions,Contradiction_Count,Certainty_Count,Subjective_Count,Certainty_Support_Ratio,Statement_Nature,Contextual_Imbalance
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,958,"The material available on record establishes the chain
link in a case of circumstantial evidence and the principles laid
down in the judgments referred supra with regard to
circumstantial evidence is concerned, pancha sheela ought to be
in favour of the prosecution and the same is established and the
Trial Court has not committed any error in coming to such a
conclusion.","The Trial
Court in minute taken note of the material available on record
and hence, the very contention of the accused counsel that even
157
though the prosecution failed to establish the case, the Trial
Court convicted accused persons erroneously, cannot be
accepted. | The material available on record establishes the chain
link in a case of circumstantial evidence and the principles laid
down in the judgments referred supra with regard to
circumstantial evidence is concerned, pancha sheela ought to be
in favour of the prosecution and the same is established and the
Trial Court has not committed any error in coming to such a
conclusion. | This Court has to take note of aggravating
circumstances and mitigating circumstances while imposing the
capital punishment.",0,None,62,3,2,1,0,0,1,0,0.25,Factual/Reasoning,0.17
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,959,"This Court has to take note of aggravating
circumstances and mitigating circumstances while imposing the
capital punishment.","The material available on record establishes the chain
link in a case of circumstantial evidence and the principles laid
down in the judgments referred supra with regard to
circumstantial evidence is concerned, pancha sheela ought to be
in favour of the prosecution and the same is established and the
Trial Court has not committed any error in coming to such a
conclusion. | This Court has to take note of aggravating
circumstances and mitigating circumstances while imposing the
capital punishment. | Now this Court has to consider the grounds
urged in the reference, which this Court has received for the
consideration of death sentence and also take note of factual
aspects of the case whether the Trial Court has committed an
158
error in imposing the capital punishment and keeping in mind
the principles laid down in the judgments referred supra by the
learned amicus curiae, analyse the material whether the capital
punishment commensurate with the facts of the case or it
requires interference of this Court to modify the same.",0,None,17,0,0,0,0,1,0,0,0.0,Neutral/Procedural,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,960,"Now this Court has to consider the grounds
urged in the reference, which this Court has received for the
consideration of death sentence and also take note of factual
aspects of the case whether the Trial Court has committed an
158
error in imposing the capital punishment and keeping in mind
the principles laid down in the judgments referred supra by the
learned amicus curiae, analyse the material whether the capital
punishment commensurate with the facts of the case or it
requires interference of this Court to modify the same.","This Court has to take note of aggravating
circumstances and mitigating circumstances while imposing the
capital punishment. | Now this Court has to consider the grounds
urged in the reference, which this Court has received for the
consideration of death sentence and also take note of factual
aspects of the case whether the Trial Court has committed an
158
error in imposing the capital punishment and keeping in mind
the principles laid down in the judgments referred supra by the
learned amicus curiae, analyse the material whether the capital
punishment commensurate with the facts of the case or it
requires interference of this Court to modify the same. | There are no mitigating circumstances.",0,None,90,1,0,0,0,0,0,0,0.0,Factual/Reasoning,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,961,There are no mitigating circumstances.,"Now this Court has to consider the grounds
urged in the reference, which this Court has received for the
consideration of death sentence and also take note of factual
aspects of the case whether the Trial Court has committed an
158
error in imposing the capital punishment and keeping in mind
the principles laid down in the judgments referred supra by the
learned amicus curiae, analyse the material whether the capital
punishment commensurate with the facts of the case or it
requires interference of this Court to modify the same. | There are no mitigating circumstances. | It is an act of taking
advantage of absolute innocence.",0,None,5,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,962,"It is an act of taking
advantage of absolute innocence.","There are no mitigating circumstances. | It is an act of taking
advantage of absolute innocence. | It is not only betrayal of
159
individual trust, but also betrayal of social trust.",2,Unsupported Conclusion / Assertion,10,0,0,0,0,0,1,0,1.0,Unsupported Conclusion,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,963,"It is not only betrayal of
159
individual trust, but also betrayal of social trust.","It is an act of taking
advantage of absolute innocence. | It is not only betrayal of
159
individual trust, but also betrayal of social trust. | The act is an
anathema to social balance.",0,None,15,0,0,0,0,1,0,0,0.0,Neutral/Procedural,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,964,"The act is an
anathema to social balance.","It is not only betrayal of
159
individual trust, but also betrayal of social trust. | The act is an
anathema to social balance. | The act of appellant shocks judicial
conscience, conscience of society and has a menacing effect on
Society.",0,None,8,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,965,"The act of appellant shocks judicial
conscience, conscience of society and has a menacing effect on
Society.","The act is an
anathema to social balance. | The act of appellant shocks judicial
conscience, conscience of society and has a menacing effect on
Society. | The girl died due to profuse bleeding due to forcible
sexual intercourse and deliberate assault.",0,None,17,0,0,0,1,0,0,0,0.0,Argument Tracking,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,966,"The girl died due to profuse bleeding due to forcible
sexual intercourse and deliberate assault.","The act of appellant shocks judicial
conscience, conscience of society and has a menacing effect on
Society. | The girl died due to profuse bleeding due to forcible
sexual intercourse and deliberate assault. | The other Apex Court judgment relied upon by the
learned amicus curiae is in the case of Manoharan (supra) in
respect of aggravated penetrative sexual assault by gang of two
and sodomy committed on 10 year old girl by tying her hands
and murder of her 7 year old brother along with her, first by
trying to poison them and then by pushing them into canal when
they were conscious and death sentence was affirmed.",0,None,15,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,967,"The other Apex Court judgment relied upon by the
learned amicus curiae is in the case of Manoharan (supra) in
respect of aggravated penetrative sexual assault by gang of two
and sodomy committed on 10 year old girl by tying her hands
and murder of her 7 year old brother along with her, first by
trying to poison them and then by pushing them into canal when
they were conscious and death sentence was affirmed.","The girl died due to profuse bleeding due to forcible
sexual intercourse and deliberate assault. | The other Apex Court judgment relied upon by the
learned amicus curiae is in the case of Manoharan (supra) in
respect of aggravated penetrative sexual assault by gang of two
and sodomy committed on 10 year old girl by tying her hands
and murder of her 7 year old brother along with her, first by
trying to poison them and then by pushing them into canal when
they were conscious and death sentence was affirmed. | The Apex
Court taken note of that balance of aggravating and mitigating
circumstances are against the appellant and taken note of
legislative intent reflected in 2019 Amendment of POCSO Act is
that crimes against children are on rise and must be dealt with
severely.",0,None,75,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,968,"The Apex
Court taken note of that balance of aggravating and mitigating
circumstances are against the appellant and taken note of
legislative intent reflected in 2019 Amendment of POCSO Act is
that crimes against children are on rise and must be dealt with
severely.","The other Apex Court judgment relied upon by the
learned amicus curiae is in the case of Manoharan (supra) in
respect of aggravated penetrative sexual assault by gang of two
and sodomy committed on 10 year old girl by tying her hands
and murder of her 7 year old brother along with her, first by
trying to poison them and then by pushing them into canal when
they were conscious and death sentence was affirmed. | The Apex
Court taken note of that balance of aggravating and mitigating
circumstances are against the appellant and taken note of
legislative intent reflected in 2019 Amendment of POCSO Act is
that crimes against children are on rise and must be dealt with
severely. | Life imprisonment means imprisonment for natural life.",2,Unsupported Conclusion / Assertion,44,0,0,0,1,0,1,0,1.0,Unsupported Conclusion,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,969,Life imprisonment means imprisonment for natural life.,"The Apex
Court taken note of that balance of aggravating and mitigating
circumstances are against the appellant and taken note of
legislative intent reflected in 2019 Amendment of POCSO Act is
that crimes against children are on rise and must be dealt with
severely. | Life imprisonment means imprisonment for natural life. | The contention that appellant was 23 years of age at the time of
occurrence and belongs to poor family, had aged parents, a first
time offender and he was not mastermind of present crime and
was not initially involved in kidnapping, though later joined and
mitigating circumstances were all taken note of.",0,None,7,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.67
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,970,"The contention that appellant was 23 years of age at the time of
occurrence and belongs to poor family, had aged parents, a first
time offender and he was not mastermind of present crime and
was not initially involved in kidnapping, though later joined and
mitigating circumstances were all taken note of.","Life imprisonment means imprisonment for natural life. | The contention that appellant was 23 years of age at the time of
occurrence and belongs to poor family, had aged parents, a first
time offender and he was not mastermind of present crime and
was not initially involved in kidnapping, though later joined and
mitigating circumstances were all taken note of. | But held that in
the cases of rape, sodomy and murder of minor, the Court has to
see the statement of objects and reasons and Sections 5(m) and
6 of the POCSO Act.",0,None,52,0,0,0,1,1,0,0,0.0,Argument Tracking,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,971,"But held that in
the cases of rape, sodomy and murder of minor, the Court has to
see the statement of objects and reasons and Sections 5(m) and
6 of the POCSO Act.","The contention that appellant was 23 years of age at the time of
occurrence and belongs to poor family, had aged parents, a first
time offender and he was not mastermind of present crime and
was not initially involved in kidnapping, though later joined and
mitigating circumstances were all taken note of. | But held that in
the cases of rape, sodomy and murder of minor, the Court has to
see the statement of objects and reasons and Sections 5(m) and
6 of the POCSO Act. | Legislative intent and severity of
punishment in case of crime against minors due to increase in
number of such crimes was taken note and taken note of rape
and sodomy of 10 year old girl and murder of her 7 year old
brother and per majority, confirmed the death sentence.",0,None,34,1,0,0,0,1,0,0,0.0,Critical Evaluation,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,972,"Legislative intent and severity of
punishment in case of crime against minors due to increase in
number of such crimes was taken note and taken note of rape
and sodomy of 10 year old girl and murder of her 7 year old
brother and per majority, confirmed the death sentence.","But held that in
the cases of rape, sodomy and murder of minor, the Court has to
see the statement of objects and reasons and Sections 5(m) and
6 of the POCSO Act. | Legislative intent and severity of
punishment in case of crime against minors due to increase in
number of such crimes was taken note and taken note of rape
and sodomy of 10 year old girl and murder of her 7 year old
brother and per majority, confirmed the death sentence. | The learned counsel also relied upon the Apex Court
judgment in the case of Sambhubhai Raisangbhai Padhiyar
(supra), wherein the Apex Court taken note of as per certain
injury indicated in the post mortem report, deceased was
subjected to aggressive penetrative sexual assault.",0,None,50,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,973,"The learned counsel also relied upon the Apex Court
judgment in the case of Sambhubhai Raisangbhai Padhiyar
(supra), wherein the Apex Court taken note of as per certain
injury indicated in the post mortem report, deceased was
subjected to aggressive penetrative sexual assault.","Legislative intent and severity of
punishment in case of crime against minors due to increase in
number of such crimes was taken note and taken note of rape
and sodomy of 10 year old girl and murder of her 7 year old
brother and per majority, confirmed the death sentence. | The learned counsel also relied upon the Apex Court
judgment in the case of Sambhubhai Raisangbhai Padhiyar
(supra), wherein the Apex Court taken note of as per certain
injury indicated in the post mortem report, deceased was
subjected to aggressive penetrative sexual assault. | There also
found an injury on the prepuce of the penis of the accused.",0,None,43,1,0,0,1,0,0,0,0.0,Factual/Reasoning,0.67
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,974,"There also
found an injury on the prepuce of the penis of the accused.","The learned counsel also relied upon the Apex Court
judgment in the case of Sambhubhai Raisangbhai Padhiyar
(supra), wherein the Apex Court taken note of as per certain
injury indicated in the post mortem report, deceased was
subjected to aggressive penetrative sexual assault. | There also
found an injury on the prepuce of the penis of the accused. | The
161
Apex Court also taken note of matching of the blood group
coupled with other circumstantial evidence and invoked the
presumption under Section 29 and 30 of the POCSO Act.",0,None,14,0,0,0,1,0,0,0,0.0,Argument Tracking,0.67
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,975,"The
161
Apex Court also taken note of matching of the blood group
coupled with other circumstantial evidence and invoked the
presumption under Section 29 and 30 of the POCSO Act.","There also
found an injury on the prepuce of the penis of the accused. | The
161
Apex Court also taken note of matching of the blood group
coupled with other circumstantial evidence and invoked the
presumption under Section 29 and 30 of the POCSO Act. | The learned counsel also relied upon the Apex Court judgment in
the case of Manoj Pratap Singh (supra), wherein it is discussed
with regard to the death sentence, whether to be confirmed/
imposed, or, not, upon appreciation of crime test, criminal test
and rarest of the rare test and taken note of scope of
reformation and rehabilitation, when can be ruled out.",0,None,31,1,1,0,0,0,0,0,0.0,Factual/Reasoning,0.67
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,976,"The learned counsel also relied upon the Apex Court judgment in
the case of Manoj Pratap Singh (supra), wherein it is discussed
with regard to the death sentence, whether to be confirmed/
imposed, or, not, upon appreciation of crime test, criminal test
and rarest of the rare test and taken note of scope of
reformation and rehabilitation, when can be ruled out.","The
161
Apex Court also taken note of matching of the blood group
coupled with other circumstantial evidence and invoked the
presumption under Section 29 and 30 of the POCSO Act. | The learned counsel also relied upon the Apex Court judgment in
the case of Manoj Pratap Singh (supra), wherein it is discussed
with regard to the death sentence, whether to be confirmed/
imposed, or, not, upon appreciation of crime test, criminal test
and rarest of the rare test and taken note of scope of
reformation and rehabilitation, when can be ruled out. | Extremely
brutal and merciless rape and murder of physically and mentally
challenged minor of about 7-8 years, wherein also death
sentence is confirmed.",0,None,62,0,0,0,1,0,0,0,0.0,Argument Tracking,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,977,"Extremely
brutal and merciless rape and murder of physically and mentally
challenged minor of about 7-8 years, wherein also death
sentence is confirmed.","The learned counsel also relied upon the Apex Court judgment in
the case of Manoj Pratap Singh (supra), wherein it is discussed
with regard to the death sentence, whether to be confirmed/
imposed, or, not, upon appreciation of crime test, criminal test
and rarest of the rare test and taken note of scope of
reformation and rehabilitation, when can be ruled out. | Extremely
brutal and merciless rape and murder of physically and mentally
challenged minor of about 7-8 years, wherein also death
sentence is confirmed. | Having taken note of the principles laid down in the
judgments referred supra, this Court has to take note of the
judgment of the Apex Court in the case of MUKESH AND
ANOTHER v. STATE OF NCT OF DELHI reported in AIR 2017
162
SC 2161, wherein the case of rape and murder was considered.",3,Subjective Framing,23,0,0,0,0,0,0,1,0.0,Emotional Framing,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,978,"Having taken note of the principles laid down in the
judgments referred supra, this Court has to take note of the
judgment of the Apex Court in the case of MUKESH AND
ANOTHER v. STATE OF NCT OF DELHI reported in AIR 2017
162
SC 2161, wherein the case of rape and murder was considered.","Extremely
brutal and merciless rape and murder of physically and mentally
challenged minor of about 7-8 years, wherein also death
sentence is confirmed. | Having taken note of the principles laid down in the
judgments referred supra, this Court has to take note of the
judgment of the Apex Court in the case of MUKESH AND
ANOTHER v. STATE OF NCT OF DELHI reported in AIR 2017
162
SC 2161, wherein the case of rape and murder was considered. | This Court can look into the case of the Apex Court in the case of
KARTAR SINGH v. STATE OF PUNJAB reported in (1994) 3
SCC 569, wherein it is held that right to life with human dignity
of person is a fundamental right of every citizen for pursuit of
happiness and excellence.",0,None,55,0,0,1,0,0,0,0,0.0,Argument Tracking,0.67
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,979,"This Court can look into the case of the Apex Court in the case of
KARTAR SINGH v. STATE OF PUNJAB reported in (1994) 3
SCC 569, wherein it is held that right to life with human dignity
of person is a fundamental right of every citizen for pursuit of
happiness and excellence.","Having taken note of the principles laid down in the
judgments referred supra, this Court has to take note of the
judgment of the Apex Court in the case of MUKESH AND
ANOTHER v. STATE OF NCT OF DELHI reported in AIR 2017
162
SC 2161, wherein the case of rape and murder was considered. | This Court can look into the case of the Apex Court in the case of
KARTAR SINGH v. STATE OF PUNJAB reported in (1994) 3
SCC 569, wherein it is held that right to life with human dignity
of person is a fundamental right of every citizen for pursuit of
happiness and excellence. | Personal freedom is a basic condition
for full development of human personality.",0,None,53,0,0,1,0,0,0,0,0.0,Argument Tracking,0.67
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,980,"Personal freedom is a basic condition
for full development of human personality.","This Court can look into the case of the Apex Court in the case of
KARTAR SINGH v. STATE OF PUNJAB reported in (1994) 3
SCC 569, wherein it is held that right to life with human dignity
of person is a fundamental right of every citizen for pursuit of
happiness and excellence. | Personal freedom is a basic condition
for full development of human personality. | Article 21 of the
Constitution protects right to life which is the most precious right
in a civilized society.",0,None,12,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,981,"Article 21 of the
Constitution protects right to life which is the most precious right
in a civilized society.","Personal freedom is a basic condition
for full development of human personality. | Article 21 of the
Constitution protects right to life which is the most precious right
in a civilized society. | In the judgment referred supra in the case of
Vasanta Sampat Dupare, with regard to plenary power to
mould relief under Articles 32 and 142 particularly, a discussion
is made in paragraph No.27 that we must also recognize the
evolution of our own constitutional culture.",0,None,19,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,982,"In the judgment referred supra in the case of
Vasanta Sampat Dupare, with regard to plenary power to
mould relief under Articles 32 and 142 particularly, a discussion
is made in paragraph No.27 that we must also recognize the
evolution of our own constitutional culture.","Article 21 of the
Constitution protects right to life which is the most precious right
in a civilized society. | In the judgment referred supra in the case of
Vasanta Sampat Dupare, with regard to plenary power to
mould relief under Articles 32 and 142 particularly, a discussion
is made in paragraph No.27 that we must also recognize the
evolution of our own constitutional culture. | Contemporary Indian
society no longer conceives criminal punishment purely in
retributive terms.",2,Unsupported Conclusion / Assertion,45,0,0,0,0,0,1,0,1.0,Unsupported Conclusion,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,983,"Contemporary Indian
society no longer conceives criminal punishment purely in
retributive terms.","In the judgment referred supra in the case of
Vasanta Sampat Dupare, with regard to plenary power to
mould relief under Articles 32 and 142 particularly, a discussion
is made in paragraph No.27 that we must also recognize the
evolution of our own constitutional culture. | Contemporary Indian
society no longer conceives criminal punishment purely in
retributive terms. | The goal of reformation, repeatedly affirmed in
our jurisprudence, presupposes that the legal system will not
foreclose the prospect of moral regeneration unless every
163
procedural assurance of accuracy and fairness has first been
scrupulously observed.",0,None,12,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,984,"The goal of reformation, repeatedly affirmed in
our jurisprudence, presupposes that the legal system will not
foreclose the prospect of moral regeneration unless every
163
procedural assurance of accuracy and fairness has first been
scrupulously observed.","Contemporary Indian
society no longer conceives criminal punishment purely in
retributive terms. | The goal of reformation, repeatedly affirmed in
our jurisprudence, presupposes that the legal system will not
foreclose the prospect of moral regeneration unless every
163
procedural assurance of accuracy and fairness has first been
scrupulously observed. | Having considered the principles laid down in the
judgments, this Court has to take note of the factual aspects of
the case:
(i) It is not in dispute that the incident was taken place
in the broad daylight on 21.11.2021 in between 1.00
p.m. to 1.30 p.m.
(ii) The accused persons were present in the very same
vicinity and it was pre-planned to have forcible
sexual intercourse on the child, knowingfully well
that she is below the age of 12 years.",0,None,36,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,985,"Having considered the principles laid down in the
judgments, this Court has to take note of the factual aspects of
the case:
(i) It is not in dispute that the incident was taken place
in the broad daylight on 21.11.2021 in between 1.00
p.m. to 1.30 p.m.
(ii) The accused persons were present in the very same
vicinity and it was pre-planned to have forcible
sexual intercourse on the child, knowingfully well
that she is below the age of 12 years.","The goal of reformation, repeatedly affirmed in
our jurisprudence, presupposes that the legal system will not
foreclose the prospect of moral regeneration unless every
163
procedural assurance of accuracy and fairness has first been
scrupulously observed. | Having considered the principles laid down in the
judgments, this Court has to take note of the factual aspects of
the case:
(i) It is not in dispute that the incident was taken place
in the broad daylight on 21.11.2021 in between 1.00
p.m. to 1.30 p.m.
(ii) The accused persons were present in the very same
vicinity and it was pre-planned to have forcible
sexual intercourse on the child, knowingfully well
that she is below the age of 12 years. | (iii) The accused No.1 had also purchased chikki from the
shop of P.W.12 on the particular date and given the
same to the victim to secure her and accused No.1
had done the same previously and was witnessed by
the parents and was scolded.",1,Selective Evidence Focus,81,0,0,0,1,0,0,0,0.0,Argument Tracking,0.75
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,986,"(iii) The accused No.1 had also purchased chikki from the
shop of P.W.12 on the particular date and given the
same to the victim to secure her and accused No.1
had done the same previously and was witnessed by
the parents and was scolded.","Having considered the principles laid down in the
judgments, this Court has to take note of the factual aspects of
the case:
(i) It is not in dispute that the incident was taken place
in the broad daylight on 21.11.2021 in between 1.00
p.m. to 1.30 p.m.
(ii) The accused persons were present in the very same
vicinity and it was pre-planned to have forcible
sexual intercourse on the child, knowingfully well
that she is below the age of 12 years. | (iii) The accused No.1 had also purchased chikki from the
shop of P.W.12 on the particular date and given the
same to the victim to secure her and accused No.1
had done the same previously and was witnessed by
the parents and was scolded. | 164
(v) The accused persons forcibly committed the sexual
act on the victim girl one by one and the same is a
brutal act and even taken the life of the victim and
thrown the dead body in the drainage to screen the
evidence.",1,Selective Evidence Focus,44,0,0,0,2,0,0,0,0.0,Argument Tracking,0.8
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,987,"164
(v) The accused persons forcibly committed the sexual
act on the victim girl one by one and the same is a
brutal act and even taken the life of the victim and
thrown the dead body in the drainage to screen the
evidence.","(iii) The accused No.1 had also purchased chikki from the
shop of P.W.12 on the particular date and given the
same to the victim to secure her and accused No.1
had done the same previously and was witnessed by
the parents and was scolded. | 164
(v) The accused persons forcibly committed the sexual
act on the victim girl one by one and the same is a
brutal act and even taken the life of the victim and
thrown the dead body in the drainage to screen the
evidence. | Now this Court has to examine whether it is a fit
case and comes within the purview of rarest of rare case.",4,"Selective Evidence Focus, Subjective Framing",44,1,0,0,1,0,0,1,0.0,Emotional Framing,0.75
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,988,"Now this Court has to examine whether it is a fit
case and comes within the purview of rarest of rare case.","164
(v) The accused persons forcibly committed the sexual
act on the victim girl one by one and the same is a
brutal act and even taken the life of the victim and
thrown the dead body in the drainage to screen the
evidence. | Now this Court has to examine whether it is a fit
case and comes within the purview of rarest of rare case. | While
considering the same, the Court has to take note of the
judgment of the Constitution Bench of the Hon'ble Apex Court in
the case of Bachan Singh (supra) while dealing with the capital
punishment, wherein it has laid down the guiding principles to
award death penalty.",0,None,22,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.5
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,989,"While
considering the same, the Court has to take note of the
judgment of the Constitution Bench of the Hon'ble Apex Court in
the case of Bachan Singh (supra) while dealing with the capital
punishment, wherein it has laid down the guiding principles to
award death penalty.","Now this Court has to examine whether it is a fit
case and comes within the purview of rarest of rare case. | While
considering the same, the Court has to take note of the
judgment of the Constitution Bench of the Hon'ble Apex Court in
the case of Bachan Singh (supra) while dealing with the capital
punishment, wherein it has laid down the guiding principles to
award death penalty. | The Hon'ble Apex Court in the case of
MACHHI SINGH AND OTHERS v. STATE OF PUNJAB reported
in (1983) 3 SCC 470 has reiterated some principle of law,
which are followed by Hon'ble Apex Court and also the
respective High Courts in the later judgments wherein made the
principles into two different compartments, firstly, aggravating
circumstances and secondly, mitigating circumstances.",0,None,47,0,0,0,0,2,0,0,0.0,Neutral/Procedural,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,990,"The Hon'ble Apex Court in the case of
MACHHI SINGH AND OTHERS v. STATE OF PUNJAB reported
in (1983) 3 SCC 470 has reiterated some principle of law,
which are followed by Hon'ble Apex Court and also the
respective High Courts in the later judgments wherein made the
principles into two different compartments, firstly, aggravating
circumstances and secondly, mitigating circumstances.","While
considering the same, the Court has to take note of the
judgment of the Constitution Bench of the Hon'ble Apex Court in
the case of Bachan Singh (supra) while dealing with the capital
punishment, wherein it has laid down the guiding principles to
award death penalty. | The Hon'ble Apex Court in the case of
MACHHI SINGH AND OTHERS v. STATE OF PUNJAB reported
in (1983) 3 SCC 470 has reiterated some principle of law,
which are followed by Hon'ble Apex Court and also the
respective High Courts in the later judgments wherein made the
principles into two different compartments, firstly, aggravating
circumstances and secondly, mitigating circumstances. | The mitigating circumstances enumerated in the said
judgment of the Hon'ble Apex Court are as follows:
165
(i) The manner and circumstances in and under which
an offence was committed, for example, extreme or
emotional disturbance or extreme provocation in
contradistinction to all these situations in normal
course.",0,None,30,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.0
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,991,"The mitigating circumstances enumerated in the said
judgment of the Hon'ble Apex Court are as follows:
165
(i) The manner and circumstances in and under which
an offence was committed, for example, extreme or
emotional disturbance or extreme provocation in
contradistinction to all these situations in normal
course.","The Hon'ble Apex Court in the case of
MACHHI SINGH AND OTHERS v. STATE OF PUNJAB reported
in (1983) 3 SCC 470 has reiterated some principle of law,
which are followed by Hon'ble Apex Court and also the
respective High Courts in the later judgments wherein made the
principles into two different compartments, firstly, aggravating
circumstances and secondly, mitigating circumstances. | The mitigating circumstances enumerated in the said
judgment of the Hon'ble Apex Court are as follows:
165
(i) The manner and circumstances in and under which
an offence was committed, for example, extreme or
emotional disturbance or extreme provocation in
contradistinction to all these situations in normal
course. | (iii) The chances of the accused not indulging in
commission of the crime again and the probability of
the accused being reformed and rehabilitated.",0,None,48,0,0,0,0,0,0,0,0.0,Neutral/Procedural,0.67
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,992,"(iii) The chances of the accused not indulging in
commission of the crime again and the probability of
the accused being reformed and rehabilitated.","The mitigating circumstances enumerated in the said
judgment of the Hon'ble Apex Court are as follows:
165
(i) The manner and circumstances in and under which
an offence was committed, for example, extreme or
emotional disturbance or extreme provocation in
contradistinction to all these situations in normal
course. | (iii) The chances of the accused not indulging in
commission of the crime again and the probability of
the accused being reformed and rehabilitated. | (iv) The condition of the accused shows that he was
mentally defective and the defect impaired his
capacity to appreciate the circumstances of his
criminal conduct.",1,Selective Evidence Focus,24,0,0,0,2,0,0,0,0.0,Argument Tracking,0.75
Mrmr_Mukesh_Singh_vs_The_State_Of_Karnataka_on_6_February_2026.PDF,993,"(iv) The condition of the accused shows that he was
mentally defective and the defect impaired his
capacity to appreciate the circumstances of his
criminal conduct.","(iii) The chances of the accused not indulging in
commission of the crime again and the probability of
the accused being reformed and rehabilitated. | (iv) The condition of the accused shows that he was
mentally defective and the defect impaired his
capacity to appreciate the circumstances of his
criminal conduct. | (v) The circumstances which, in normal course of life,
would render such a behaviour possible and could
have the effect of giving rise to mental imbalance in
that given situation like persistent harassment or, in
fact, leading to such a peek of human behaviour, in
the facts and the circumstances of the case, the
accused believed that he was morally justified in
committing the offence.",1,Selective Evidence Focus,26,0,0,0,1,0,0,0,0.0,Argument Tracking,0.8
